 	0.177778
,	0.00888889
.	0.0111111
0	0.00888889
1	0.00222222
2	0.00222222
3	0.00222222
4	0.00222222
6	0.00222222
9	0.00222222
I	0.00444444
M	0.00444444
W	0.00666667
a	0.0666667
b	0.00666667
c	0.0111111
d	0.0444444
e	0.102222
f	0.0177778
g	0.0155556
h	0.0377778
i	0.0533333
j	0.00222222
l	0.0311111
m	0.0266667
n	0.0488889
o	0.0466667
p	0.0111111
r	0.0577778
s	0.0555556
t	0.06
u	0.0266667
v	0.00444444
w	0.0177778
y	0.0177778
z	0.00222222
